"","Year","NumPubs","Host","Note"
"5589",2013,19,"dama dama",""
"5590",2014,24,"dama dama",""
"5591",2015,29,"dama dama",""
"5592",2016,40,"dama dama",""
"5593",2017,37,"dama dama",""
"5594",2018,39,"dama dama",""
"5595",2019,37,"dama dama",""
"5596",2020,47,"dama dama",""
"5597",2021,4,"dama dama",""
"5860",1983,1,"desmodillus auricularis",""
"5861",1986,2,"desmodillus auricularis",""
"5862",1989,1,"desmodillus auricularis",""
"5863",1992,1,"desmodillus auricularis",""
"5864",2018,1,"desmodillus auricularis",""
"6071",1941,1,"didelphis virginiana",""
"6072",1948,1,"didelphis virginiana",""
"6073",1949,1,"didelphis virginiana",""
"6074",1954,1,"didelphis virginiana",""
"6075",1955,1,"didelphis virginiana",""
"6076",1956,1,"didelphis virginiana",""
"6077",1960,4,"didelphis virginiana",""
"6078",1961,1,"didelphis virginiana",""
"6079",1962,1,"didelphis virginiana",""
"6080",1963,2,"didelphis virginiana",""
"6081",1964,2,"didelphis virginiana",""
"6082",1965,7,"didelphis virginiana",""
"6083",1967,7,"didelphis virginiana",""
"6084",1968,8,"didelphis virginiana",""
"6085",1969,9,"didelphis virginiana",""
"6086",1970,12,"didelphis virginiana",""
"6087",1971,13,"didelphis virginiana",""
"6088",1972,7,"didelphis virginiana",""
"6089",1973,9,"didelphis virginiana",""
"6090",1974,10,"didelphis virginiana",""
"6091",1975,14,"didelphis virginiana",""
"6092",1976,9,"didelphis virginiana",""
"6093",1977,7,"didelphis virginiana",""
"6094",1978,11,"didelphis virginiana",""
"6095",1979,7,"didelphis virginiana",""
"6096",1980,14,"didelphis virginiana",""
"6097",1981,14,"didelphis virginiana",""
"6098",1982,15,"didelphis virginiana",""
"6099",1983,14,"didelphis virginiana",""
"6100",1984,14,"didelphis virginiana",""
"6101",1985,13,"didelphis virginiana",""
"6102",1986,6,"didelphis virginiana",""
"6103",1987,9,"didelphis virginiana",""
"6104",1988,16,"didelphis virginiana",""
"6105",1989,14,"didelphis virginiana",""
"6106",1990,13,"didelphis virginiana",""
"6107",1991,12,"didelphis virginiana",""
"6108",1992,11,"didelphis virginiana",""
"6109",1993,15,"didelphis virginiana",""
"6110",1994,14,"didelphis virginiana",""
"6111",1995,12,"didelphis virginiana",""
"6112",1996,9,"didelphis virginiana",""
"6113",1997,9,"didelphis virginiana",""
"6114",1998,9,"didelphis virginiana",""
"6115",1999,17,"didelphis virginiana",""
"6116",2000,10,"didelphis virginiana",""
"6117",2001,25,"didelphis virginiana",""
"6118",2002,18,"didelphis virginiana",""
"6119",2003,10,"didelphis virginiana",""
"6120",2004,6,"didelphis virginiana",""
"6121",2005,7,"didelphis virginiana",""
"6122",2006,6,"didelphis virginiana",""
"6123",2007,7,"didelphis virginiana",""
"6124",2008,11,"didelphis virginiana",""
"6125",2009,12,"didelphis virginiana",""
"6126",2010,9,"didelphis virginiana",""
"6127",2011,8,"didelphis virginiana",""
"6128",2012,7,"didelphis virginiana",""
"6129",2013,4,"didelphis virginiana",""
"6130",2014,5,"didelphis virginiana",""
"6131",2015,9,"didelphis virginiana",""
"6132",2016,10,"didelphis virginiana",""
"6133",2017,14,"didelphis virginiana",""
"6134",2018,8,"didelphis virginiana",""
"6135",2019,12,"didelphis virginiana",""
"6136",2020,18,"didelphis virginiana",""
"6137",2021,1,"didelphis virginiana",""
"6238",1971,1,"dobsonia moluccensis",""
"6239",2015,1,"dobsonia moluccensis",""
"6747",1977,1,"equus hemionus",""
"6748",1978,1,"equus hemionus",""
"6749",1981,1,"equus hemionus",""
"6750",1982,1,"equus hemionus",""
"6751",1983,2,"equus hemionus",""
"6752",1986,1,"equus hemionus",""
"6753",1988,1,"equus hemionus",""
"6754",1989,1,"equus hemionus",""
"6755",1990,1,"equus hemionus",""
"6756",1992,1,"equus hemionus",""
"6757",1994,1,"equus hemionus",""
"6758",1998,1,"equus hemionus",""
"6759",2003,1,"equus hemionus",""
"6760",2004,2,"equus hemionus",""
"6761",2005,2,"equus hemionus",""
"6762",2006,6,"equus hemionus",""
"6763",2007,2,"equus hemionus",""
"6764",2008,3,"equus hemionus",""
"6765",2009,2,"equus hemionus",""
"6766",2010,1,"equus hemionus",""
"6767",2011,3,"equus hemionus",""
"6768",2012,3,"equus hemionus",""
"6769",2013,3,"equus hemionus",""
"6770",2014,1,"equus hemionus",""
"6771",2015,5,"equus hemionus",""
"6772",2016,7,"equus hemionus",""
"6773",2017,4,"equus hemionus",""
"6774",2018,6,"equus hemionus",""
"6775",2019,5,"equus hemionus",""
"6776",2020,7,"equus hemionus",""
"6777",1990,1,"equus kiang",""
"6778",1994,1,"equus kiang",""
"6779",1998,1,"equus kiang",""
"6780",2004,1,"equus kiang",""
"6781",2005,3,"equus kiang",""
"6782",2006,1,"equus kiang",""
"6783",2007,1,"equus kiang",""
"6784",2009,2,"equus kiang",""
"6785",2011,3,"equus kiang",""
"6786",2013,1,"equus kiang",""
"6787",2015,2,"equus kiang",""
"6788",2017,1,"equus kiang",""
"6789",2019,4,"equus kiang",""
"6790",2020,3,"equus kiang",""
"7349",1950,1,"felis catus",""
"7350",1954,1,"felis catus",""
"7351",1955,1,"felis catus",""
"7352",1956,1,"felis catus",""
"7353",1957,1,"felis catus",""
"7354",1959,1,"felis catus",""
"7355",1961,1,"felis catus",""
"7356",1964,2,"felis catus",""
"7357",1965,2,"felis catus",""
"7358",1966,1,"felis catus",""
"7359",1967,2,"felis catus",""
"7360",1968,1,"felis catus",""
"7361",1969,2,"felis catus",""
"7362",1970,7,"felis catus",""
"7363",1972,3,"felis catus",""
"7364",1973,4,"felis catus",""
"7365",1974,1,"felis catus",""
"7366",1975,8,"felis catus",""
"7367",1976,6,"felis catus",""
"7368",1977,6,"felis catus",""
"7369",1978,2,"felis catus",""
"7370",1979,3,"felis catus",""
"7371",1980,8,"felis catus",""
"7372",1981,5,"felis catus",""
"7373",1982,6,"felis catus",""
"7374",1983,2,"felis catus",""
"7375",1984,1,"felis catus",""
"7376",1985,10,"felis catus",""
"7377",1986,3,"felis catus",""
"7378",1987,12,"felis catus",""
"7379",1988,4,"felis catus",""
"7380",1989,3,"felis catus",""
"7381",1990,9,"felis catus",""
"7382",1991,6,"felis catus",""
"7383",1992,12,"felis catus",""
"7384",1993,13,"felis catus",""
"7385",1994,13,"felis catus",""
"7386",1995,13,"felis catus",""
"7387",1996,13,"felis catus",""
"7388",1997,10,"felis catus",""
"7389",1998,14,"felis catus",""
"7390",1999,19,"felis catus",""
"7391",2000,17,"felis catus",""
"7392",2001,19,"felis catus",""
"7393",2002,13,"felis catus",""
"7394",2003,26,"felis catus",""
"7395",2004,18,"felis catus",""
"7396",2005,20,"felis catus",""
"7397",2006,21,"felis catus",""
"7398",2007,24,"felis catus",""
"7399",2008,25,"felis catus",""
"7400",2009,35,"felis catus",""
"7401",2010,36,"felis catus",""
"7402",2011,47,"felis catus",""
"7403",2012,34,"felis catus",""
"7404",2013,46,"felis catus",""
"7405",2014,54,"felis catus",""
"7406",2015,54,"felis catus",""
"7407",2016,78,"felis catus",""
"7408",2017,75,"felis catus",""
"7409",2018,80,"felis catus",""
"7410",2019,92,"felis catus",""
"7411",2020,94,"felis catus",""
"7412",2021,4,"felis catus",""
"7903",1949,1,"giraffa camelopardalis",""
"7904",1952,1,"giraffa camelopardalis",""
"7905",1958,1,"giraffa camelopardalis",""
"7906",1970,1,"giraffa camelopardalis",""
"7907",1973,1,"giraffa camelopardalis",""
"7908",1974,1,"giraffa camelopardalis",""
"7909",1975,1,"giraffa camelopardalis",""
"7910",1976,2,"giraffa camelopardalis",""
"7911",1978,2,"giraffa camelopardalis",""
"7912",1979,1,"giraffa camelopardalis",""
"7913",1980,1,"giraffa camelopardalis",""
"7914",1981,2,"giraffa camelopardalis",""
"7915",1982,2,"giraffa camelopardalis",""
"7916",1983,2,"giraffa camelopardalis",""
"7917",1984,1,"giraffa camelopardalis",""
"7918",1987,4,"giraffa camelopardalis",""
"7919",1988,1,"giraffa camelopardalis",""
"7920",1990,3,"giraffa camelopardalis",""
"7921",1991,4,"giraffa camelopardalis",""
"7922",1993,1,"giraffa camelopardalis",""
"7923",1996,5,"giraffa camelopardalis",""
"7924",1997,4,"giraffa camelopardalis",""
"7925",1998,3,"giraffa camelopardalis",""
"7926",1999,2,"giraffa camelopardalis",""
"7927",2000,1,"giraffa camelopardalis",""
"7928",2001,3,"giraffa camelopardalis",""
"7929",2003,1,"giraffa camelopardalis",""
"7930",2004,2,"giraffa camelopardalis",""
"7931",2005,3,"giraffa camelopardalis",""
"7932",2006,3,"giraffa camelopardalis",""
"7933",2007,13,"giraffa camelopardalis",""
"7934",2008,5,"giraffa camelopardalis",""
"7935",2009,10,"giraffa camelopardalis",""
"7936",2010,9,"giraffa camelopardalis",""
"7937",2011,8,"giraffa camelopardalis",""
"7938",2012,3,"giraffa camelopardalis",""
"7939",2013,10,"giraffa camelopardalis",""
"7940",2014,9,"giraffa camelopardalis",""
"7941",2015,10,"giraffa camelopardalis",""
"7942",2016,17,"giraffa camelopardalis",""
"7943",2017,16,"giraffa camelopardalis",""
"7944",2018,16,"giraffa camelopardalis",""
"7945",2019,20,"giraffa camelopardalis",""
"7946",2020,11,"giraffa camelopardalis",""
"7947",2021,1,"giraffa camelopardalis",""
"8738",1930,1,"homo sapiens",""
"8739",1935,2,"homo sapiens",""
"8740",1945,1,"homo sapiens",""
"8741",1947,6,"homo sapiens",""
"8742",1948,1,"homo sapiens",""
"8743",1949,2,"homo sapiens",""
"8744",1950,1,"homo sapiens",""
"8745",1952,1,"homo sapiens",""
"8746",1956,1,"homo sapiens",""
"8747",1957,1,"homo sapiens",""
"8748",1959,1,"homo sapiens",""
"8749",1962,1,"homo sapiens",""
"8750",1963,1,"homo sapiens",""
"8751",1964,1,"homo sapiens",""
"8752",1965,1,"homo sapiens",""
"8753",1966,3,"homo sapiens",""
"8754",1967,2,"homo sapiens",""
"8755",1968,3,"homo sapiens",""
"8756",1969,3,"homo sapiens",""
"8757",1970,1,"homo sapiens",""
"8758",1972,1,"homo sapiens",""
"8759",1973,4,"homo sapiens",""
"8760",1974,3,"homo sapiens",""
"8761",1975,7,"homo sapiens",""
"8762",1976,2,"homo sapiens",""
"8763",1977,4,"homo sapiens",""
"8764",1978,7,"homo sapiens",""
"8765",1979,7,"homo sapiens",""
"8766",1980,12,"homo sapiens",""
"8767",1981,9,"homo sapiens",""
"8768",1982,9,"homo sapiens",""
"8769",1983,22,"homo sapiens",""
"8770",1984,18,"homo sapiens",""
"8771",1985,14,"homo sapiens",""
"8772",1986,24,"homo sapiens",""
"8773",1987,20,"homo sapiens",""
"8774",1988,18,"homo sapiens",""
"8775",1989,16,"homo sapiens",""
"8776",1990,22,"homo sapiens",""
"8777",1991,32,"homo sapiens",""
"8778",1992,34,"homo sapiens",""
"8779",1993,46,"homo sapiens",""
"8780",1994,38,"homo sapiens",""
"8781",1995,38,"homo sapiens",""
"8782",1996,41,"homo sapiens",""
"8783",1997,43,"homo sapiens",""
"8784",1998,72,"homo sapiens",""
"8785",1999,61,"homo sapiens",""
"8786",2000,75,"homo sapiens",""
"8787",2001,84,"homo sapiens",""
"8788",2002,95,"homo sapiens",""
"8789",2003,125,"homo sapiens",""
"8790",2004,147,"homo sapiens",""
"8791",2005,132,"homo sapiens",""
"8792",2006,171,"homo sapiens",""
"8793",2007,166,"homo sapiens",""
"8794",2008,177,"homo sapiens",""
"8795",2009,178,"homo sapiens",""
"8796",2010,166,"homo sapiens",""
"8797",2011,197,"homo sapiens",""
"8798",2012,205,"homo sapiens",""
"8799",2013,216,"homo sapiens",""
"8800",2014,241,"homo sapiens",""
"8801",2015,222,"homo sapiens",""
"8802",2016,219,"homo sapiens",""
"8803",2017,216,"homo sapiens",""
"8804",2018,233,"homo sapiens",""
"8805",2019,273,"homo sapiens",""
"8806",2020,278,"homo sapiens",""
"8807",2021,8,"homo sapiens",""
"9560",1957,1,"lama glama",""
"9561",1961,1,"lama glama",""
"9562",1969,1,"lama glama",""
"9563",1971,2,"lama glama",""
"9564",1972,1,"lama glama",""
"9565",1973,2,"lama glama",""
"9566",1974,1,"lama glama",""
"9567",1975,1,"lama glama",""
"9568",1976,1,"lama glama",""
"9569",1977,1,"lama glama",""
"9570",1978,1,"lama glama",""
"9571",1984,1,"lama glama",""
"9572",1985,4,"lama glama",""
"9573",1986,3,"lama glama",""
"9574",1987,3,"lama glama",""
"9575",1988,3,"lama glama",""
"9576",1989,7,"lama glama",""
"9577",1990,5,"lama glama",""
"9578",1991,9,"lama glama",""
"9579",1992,9,"lama glama",""
"9580",1993,2,"lama glama",""
"9581",1994,3,"lama glama",""
"9582",1995,4,"lama glama",""
"9583",1996,4,"lama glama",""
"9584",1997,6,"lama glama",""
"9585",1998,4,"lama glama",""
"9586",1999,9,"lama glama",""
"9587",2000,7,"lama glama",""
"9588",2001,13,"lama glama",""
"9589",2002,6,"lama glama",""
"9590",2003,7,"lama glama",""
"9591",2004,9,"lama glama",""
"9592",2005,7,"lama glama",""
"9593",2006,9,"lama glama",""
"9594",2007,17,"lama glama",""
"9595",2008,6,"lama glama",""
"9596",2009,10,"lama glama",""
"9597",2010,14,"lama glama",""
"9598",2011,12,"lama glama",""
"9599",2012,12,"lama glama",""
"9600",2013,11,"lama glama",""
"9601",2014,17,"lama glama",""
"9602",2015,8,"lama glama",""
"9603",2016,9,"lama glama",""
"9604",2017,5,"lama glama",""
"9605",2018,14,"lama glama",""
"9606",2019,13,"lama glama",""
"9607",2020,17,"lama glama",""
"9608",2021,2,"lama glama",""
"10808",1956,1,"lynx lynx",""
"10809",1959,1,"lynx lynx",""
"10810",1961,1,"lynx lynx",""
"10811",1964,1,"lynx lynx",""
"10812",1966,1,"lynx lynx",""
"10813",1967,1,"lynx lynx",""
"10814",1968,1,"lynx lynx",""
"10815",1970,1,"lynx lynx",""
"10816",1973,1,"lynx lynx",""
"10817",1974,1,"lynx lynx",""
"10818",1975,3,"lynx lynx",""
"10819",1976,4,"lynx lynx",""
"10820",1978,4,"lynx lynx",""
"10821",1979,3,"lynx lynx",""
"10822",1980,1,"lynx lynx",""
"10823",1981,1,"lynx lynx",""
"10824",1982,5,"lynx lynx",""
"10825",1983,2,"lynx lynx",""
"10826",1985,4,"lynx lynx",""
"10827",1987,3,"lynx lynx",""
"10828",1988,3,"lynx lynx",""
"10829",1989,1,"lynx lynx",""
"10830",1990,1,"lynx lynx",""
"10831",1991,5,"lynx lynx",""
"10832",1992,2,"lynx lynx",""
"10833",1993,1,"lynx lynx",""
"10834",1994,4,"lynx lynx",""
"10835",1995,8,"lynx lynx",""
"10836",1996,7,"lynx lynx",""
"10837",1997,7,"lynx lynx",""
"10838",1998,8,"lynx lynx",""
"10839",1999,12,"lynx lynx",""
"10840",2000,12,"lynx lynx",""
"10841",2001,16,"lynx lynx",""
"10842",2002,11,"lynx lynx",""
"10843",2003,12,"lynx lynx",""
"10844",2004,22,"lynx lynx",""
"10845",2005,12,"lynx lynx",""
"10846",2006,21,"lynx lynx",""
"10847",2007,37,"lynx lynx",""
"10848",2008,32,"lynx lynx",""
"10849",2009,27,"lynx lynx",""
"10850",2010,25,"lynx lynx",""
"10851",2011,36,"lynx lynx",""
"10852",2012,37,"lynx lynx",""
"10853",2013,42,"lynx lynx",""
"10854",2014,50,"lynx lynx",""
"10855",2015,46,"lynx lynx",""
"10856",2016,55,"lynx lynx",""
"10857",2017,50,"lynx lynx",""
"10858",2018,51,"lynx lynx",""
"10859",2019,47,"lynx lynx",""
"10860",2020,53,"lynx lynx",""
"10861",2021,2,"lynx lynx",""
"10862",1994,1,"lynx pardinus",""
"10863",1996,1,"lynx pardinus",""
"10864",1997,1,"lynx pardinus",""
"10865",1998,2,"lynx pardinus",""
"10866",1999,1,"lynx pardinus",""
"10867",2002,1,"lynx pardinus",""
"10868",2004,3,"lynx pardinus",""
"10869",2005,1,"lynx pardinus",""
"10870",2006,5,"lynx pardinus",""
"10871",2007,7,"lynx pardinus",""
"10872",2008,10,"lynx pardinus",""
"10873",2009,9,"lynx pardinus",""
"10874",2010,4,"lynx pardinus",""
"10875",2011,6,"lynx pardinus",""
"10876",2012,5,"lynx pardinus",""
"10877",2013,6,"lynx pardinus",""
"10878",2014,7,"lynx pardinus",""
"10879",2015,1,"lynx pardinus",""
"10880",2016,6,"lynx pardinus",""
"10881",2017,7,"lynx pardinus",""
"10882",2018,5,"lynx pardinus",""
"10883",2019,2,"lynx pardinus",""
"10884",2020,2,"lynx pardinus",""
"11043",1964,1,"macaca fascicularis",""
"11044",1970,3,"macaca fascicularis",""
"11045",1971,8,"macaca fascicularis",""
"11046",1972,9,"macaca fascicularis",""
"11047",1973,16,"macaca fascicularis",""
"11048",1974,12,"macaca fascicularis",""
"11049",1975,26,"macaca fascicularis",""
"11050",1976,18,"macaca fascicularis",""
"11051",1977,31,"macaca fascicularis",""
"11052",1978,41,"macaca fascicularis",""
"11053",1979,52,"macaca fascicularis",""
"11054",1980,50,"macaca fascicularis",""
"11055",1981,59,"macaca fascicularis",""
"11056",1982,72,"macaca fascicularis",""
"11057",1983,82,"macaca fascicularis",""
"11058",1984,93,"macaca fascicularis",""
"11059",1985,94,"macaca fascicularis",""
"11060",1986,88,"macaca fascicularis",""
"11061",1987,103,"macaca fascicularis",""
"11062",1988,109,"macaca fascicularis",""
"11063",1989,139,"macaca fascicularis",""
"11064",1990,121,"macaca fascicularis",""
"11065",1991,123,"macaca fascicularis",""
"11066",1992,119,"macaca fascicularis",""
"11067",1993,108,"macaca fascicularis",""
"11068",1994,120,"macaca fascicularis",""
"11069",1995,65,"macaca fascicularis",""
"11070",1996,102,"macaca fascicularis",""
"11071",1997,61,"macaca fascicularis",""
"11072",1998,88,"macaca fascicularis",""
"11073",1999,89,"macaca fascicularis",""
"11074",2000,74,"macaca fascicularis",""
"11075",2001,82,"macaca fascicularis",""
"11076",2002,83,"macaca fascicularis",""
"11077",2003,72,"macaca fascicularis",""
"11078",2004,73,"macaca fascicularis",""
"11079",2005,89,"macaca fascicularis",""
"11080",2006,71,"macaca fascicularis",""
"11081",2007,97,"macaca fascicularis",""
"11082",2008,86,"macaca fascicularis",""
"11083",2009,98,"macaca fascicularis",""
"11084",2010,100,"macaca fascicularis",""
"11085",2011,100,"macaca fascicularis",""
"11086",2012,100,"macaca fascicularis",""
"11087",2013,108,"macaca fascicularis",""
"11088",2014,115,"macaca fascicularis",""
"11089",2015,100,"macaca fascicularis",""
"11090",2016,99,"macaca fascicularis",""
"11091",2017,95,"macaca fascicularis",""
"11092",2018,107,"macaca fascicularis",""
"11093",2019,99,"macaca fascicularis",""
"11094",2020,90,"macaca fascicularis",""
"11095",2021,1,"macaca fascicularis",""
"11160",1936,2,"macaca mulatta",""
"11161",1937,1,"macaca mulatta",""
"11162",1938,3,"macaca mulatta",""
"11163",1940,5,"macaca mulatta",""
"11164",1941,1,"macaca mulatta",""
"11165",1943,3,"macaca mulatta",""
"11166",1944,1,"macaca mulatta",""
"11167",1945,1,"macaca mulatta",""
"11168",1946,17,"macaca mulatta",""
"11169",1947,9,"macaca mulatta",""
"11170",1948,7,"macaca mulatta",""
"11171",1949,7,"macaca mulatta",""
"11172",1950,9,"macaca mulatta",""
"11173",1951,4,"macaca mulatta",""
"11174",1952,10,"macaca mulatta",""
"11175",1953,12,"macaca mulatta",""
"11176",1954,11,"macaca mulatta",""
"11177",1955,10,"macaca mulatta",""
"11178",1956,11,"macaca mulatta",""
"11179",1957,4,"macaca mulatta",""
"11180",1958,9,"macaca mulatta",""
"11181",1959,11,"macaca mulatta",""
"11182",1960,14,"macaca mulatta",""
"11183",1961,15,"macaca mulatta",""
"11184",1962,19,"macaca mulatta",""
"11185",1963,19,"macaca mulatta",""
"11186",1964,26,"macaca mulatta",""
"11187",1965,31,"macaca mulatta",""
"11188",1966,38,"macaca mulatta",""
"11189",1967,43,"macaca mulatta",""
"11190",1968,75,"macaca mulatta",""
"11191",1969,44,"macaca mulatta",""
"11192",1970,64,"macaca mulatta",""
"11193",1971,60,"macaca mulatta",""
"11194",1972,75,"macaca mulatta",""
"11195",1973,59,"macaca mulatta",""
"11196",1974,68,"macaca mulatta",""
"11197",1975,116,"macaca mulatta",""
"11198",1976,113,"macaca mulatta",""
"11199",1977,130,"macaca mulatta",""
"11200",1978,93,"macaca mulatta",""
"11201",1979,112,"macaca mulatta",""
"11202",1980,119,"macaca mulatta",""
"11203",1981,119,"macaca mulatta",""
"11204",1982,113,"macaca mulatta",""
"11205",1983,81,"macaca mulatta",""
"11206",1984,119,"macaca mulatta",""
"11207",1985,109,"macaca mulatta",""
"11208",1986,95,"macaca mulatta",""
"11209",1987,88,"macaca mulatta",""
"11210",1988,108,"macaca mulatta",""
"11211",1989,114,"macaca mulatta",""
"11212",1990,121,"macaca mulatta",""
"11213",1991,119,"macaca mulatta",""
"11214",1992,87,"macaca mulatta",""
"11215",1993,112,"macaca mulatta",""
"11216",1994,93,"macaca mulatta",""
"11217",1995,90,"macaca mulatta",""
"11218",1996,105,"macaca mulatta",""
"11219",1997,114,"macaca mulatta",""
"11220",1998,100,"macaca mulatta",""
"11221",1999,127,"macaca mulatta",""
"11222",2000,113,"macaca mulatta",""
"11223",2001,157,"macaca mulatta",""
"11224",2002,134,"macaca mulatta",""
"11225",2003,111,"macaca mulatta",""
"11226",2004,130,"macaca mulatta",""
"11227",2005,129,"macaca mulatta",""
"11228",2006,126,"macaca mulatta",""
"11229",2007,129,"macaca mulatta",""
"11230",2008,167,"macaca mulatta",""
"11231",2009,124,"macaca mulatta",""
"11232",2010,151,"macaca mulatta",""
"11233",2011,179,"macaca mulatta",""
"11234",2012,158,"macaca mulatta",""
"11235",2013,163,"macaca mulatta",""
"11236",2014,187,"macaca mulatta",""
"11237",2015,171,"macaca mulatta",""
"11238",2016,142,"macaca mulatta",""
"11239",2017,151,"macaca mulatta",""
"11240",2018,174,"macaca mulatta",""
"11241",2019,153,"macaca mulatta",""
"11242",2020,157,"macaca mulatta",""
"11243",2021,3,"macaca mulatta",""
"11244",1962,1,"macaca nemestrina",""
"11245",1963,1,"macaca nemestrina",""
"11246",1964,2,"macaca nemestrina",""
"11247",1965,3,"macaca nemestrina",""
"11248",1966,4,"macaca nemestrina",""
"11249",1967,6,"macaca nemestrina",""
"11250",1968,7,"macaca nemestrina",""
"11251",1969,5,"macaca nemestrina",""
"11252",1970,10,"macaca nemestrina",""
"11253",1971,11,"macaca nemestrina",""
"11254",1972,12,"macaca nemestrina",""
"11255",1973,15,"macaca nemestrina",""
"11256",1974,6,"macaca nemestrina",""
"11257",1975,19,"macaca nemestrina",""
"11258",1976,10,"macaca nemestrina",""
"11259",1977,16,"macaca nemestrina",""
"11260",1978,17,"macaca nemestrina",""
"11261",1979,18,"macaca nemestrina",""
"11262",1980,28,"macaca nemestrina",""
"11263",1981,28,"macaca nemestrina",""
"11264",1982,24,"macaca nemestrina",""
"11265",1983,26,"macaca nemestrina",""
"11266",1984,14,"macaca nemestrina",""
"11267",1985,22,"macaca nemestrina",""
"11268",1986,18,"macaca nemestrina",""
"11269",1987,16,"macaca nemestrina",""
"11270",1988,13,"macaca nemestrina",""
"11271",1989,35,"macaca nemestrina",""
"11272",1990,36,"macaca nemestrina",""
"11273",1991,25,"macaca nemestrina",""
"11274",1992,25,"macaca nemestrina",""
"11275",1993,25,"macaca nemestrina",""
"11276",1994,35,"macaca nemestrina",""
"11277",1995,21,"macaca nemestrina",""
"11278",1996,23,"macaca nemestrina",""
"11279",1997,27,"macaca nemestrina",""
"11280",1998,23,"macaca nemestrina",""
"11281",1999,28,"macaca nemestrina",""
"11282",2000,26,"macaca nemestrina",""
"11283",2001,27,"macaca nemestrina",""
"11284",2002,23,"macaca nemestrina",""
"11285",2003,18,"macaca nemestrina",""
"11286",2004,22,"macaca nemestrina",""
"11287",2005,20,"macaca nemestrina",""
"11288",2006,25,"macaca nemestrina",""
"11289",2007,11,"macaca nemestrina",""
"11290",2008,20,"macaca nemestrina",""
"11291",2009,18,"macaca nemestrina",""
"11292",2010,18,"macaca nemestrina",""
"11293",2011,15,"macaca nemestrina",""
"11294",2012,16,"macaca nemestrina",""
"11295",2013,25,"macaca nemestrina",""
"11296",2014,23,"macaca nemestrina",""
"11297",2015,19,"macaca nemestrina",""
"11298",2016,12,"macaca nemestrina",""
"11299",2017,12,"macaca nemestrina",""
"11300",2018,8,"macaca nemestrina",""
"11301",2019,9,"macaca nemestrina",""
"11302",2020,9,"macaca nemestrina",""
"11357",1955,1,"macaca radiata",""
"11358",1962,2,"macaca radiata",""
"11359",1963,1,"macaca radiata",""
"11360",1964,1,"macaca radiata",""
"11361",1965,1,"macaca radiata",""
"11362",1966,3,"macaca radiata",""
"11363",1968,2,"macaca radiata",""
"11364",1971,5,"macaca radiata",""
"11365",1972,5,"macaca radiata",""
"11366",1973,3,"macaca radiata",""
"11367",1974,2,"macaca radiata",""
"11368",1975,10,"macaca radiata",""
"11369",1976,6,"macaca radiata",""
"11370",1977,8,"macaca radiata",""
"11371",1978,6,"macaca radiata",""
"11372",1979,9,"macaca radiata",""
"11373",1980,11,"macaca radiata",""
"11374",1981,9,"macaca radiata",""
"11375",1982,9,"macaca radiata",""
"11376",1983,13,"macaca radiata",""
"11377",1984,9,"macaca radiata",""
"11378",1985,9,"macaca radiata",""
"11379",1986,8,"macaca radiata",""
"11380",1987,8,"macaca radiata",""
"11381",1988,13,"macaca radiata",""
"11382",1989,10,"macaca radiata",""
"11383",1990,14,"macaca radiata",""
"11384",1991,12,"macaca radiata",""
"11385",1992,18,"macaca radiata",""
"11386",1993,8,"macaca radiata",""
"11387",1994,9,"macaca radiata",""
"11388",1995,7,"macaca radiata",""
"11389",1996,7,"macaca radiata",""
"11390",1997,8,"macaca radiata",""
"11391",1998,11,"macaca radiata",""
"11392",1999,7,"macaca radiata",""
"11393",2000,10,"macaca radiata",""
"11394",2001,9,"macaca radiata",""
"11395",2002,11,"macaca radiata",""
"11396",2003,13,"macaca radiata",""
"11397",2004,13,"macaca radiata",""
"11398",2005,11,"macaca radiata",""
"11399",2006,8,"macaca radiata",""
"11400",2007,9,"macaca radiata",""
"11401",2008,7,"macaca radiata",""
"11402",2009,6,"macaca radiata",""
"11403",2010,4,"macaca radiata",""
"11404",2011,10,"macaca radiata",""
"11405",2012,4,"macaca radiata",""
"11406",2013,1,"macaca radiata",""
"11407",2014,6,"macaca radiata",""
"11408",2015,5,"macaca radiata",""
"11409",2016,5,"macaca radiata",""
"11410",2017,5,"macaca radiata",""
"11411",2018,8,"macaca radiata",""
"11412",2019,4,"macaca radiata",""
"11413",2020,2,"macaca radiata",""
"11717",1967,1,"macropus giganteus",""
"11718",1969,1,"macropus giganteus",""
"11719",1971,1,"macropus giganteus",""
"11720",1973,2,"macropus giganteus",""
"11721",1974,2,"macropus giganteus",""
"11722",1976,1,"macropus giganteus",""
"11723",1978,3,"macropus giganteus",""
"11724",1979,1,"macropus giganteus",""
"11725",1980,2,"macropus giganteus",""
"11726",1981,5,"macropus giganteus",""
"11727",1982,3,"macropus giganteus",""
"11728",1983,2,"macropus giganteus",""
"11729",1984,3,"macropus giganteus",""
"11730",1986,1,"macropus giganteus",""
"11731",1987,2,"macropus giganteus",""
"11732",1988,1,"macropus giganteus",""
"11733",1989,3,"macropus giganteus",""
"11734",1990,3,"macropus giganteus",""
"11735",1991,2,"macropus giganteus",""
"11736",1992,1,"macropus giganteus",""
"11737",1993,4,"macropus giganteus",""
"11738",1994,1,"macropus giganteus",""
"11739",1995,2,"macropus giganteus",""
"11740",1996,1,"macropus giganteus",""
"11741",1997,3,"macropus giganteus",""
"11742",1998,1,"macropus giganteus",""
"11743",1999,2,"macropus giganteus",""
