"mean","sd","q0.025","median","q0.975","mode","kld","param","model","Host","HostOrder","Domestic","VRichness"
-1.67646723501956,0.621930223644844,-3.00407697303891,-1.63816533751477,-0.559562596507983,-1.55988468425269,3.48195776967699e-06,"Intercept","1960","Mastomys natalensis","Rodentia",FALSE,14
0.0797838691416125,0.078837831915586,-0.0650760772080768,0.0761811952606714,0.244742399111096,0.0689145648357448,2.71978205974215e-06,"yearx","1990","Mastomys natalensis","Rodentia",FALSE,14
-2.3756488695297,1.17500729367096,-4.95522996758665,-2.27239843672809,-0.351197737380596,-2.05382755473421,3.46182254655296e-06,"Intercept","1990","Mastomys natalensis","Rodentia",FALSE,14
0.0462518648071931,0.0158455278080465,0.0176285073969058,0.0453598723107987,0.0798603365866778,0.0435442712184551,3.30949326772707e-06,"yearx","1930","Mesocricetus auratus","Rodentia",TRUE,14
-4.23339429233955,1.01785523964095,-6.43845487411224,-4.15644397278168,-2.44606924275205,-3.99640470729686,3.62703551578288e-06,"Intercept","1930","Mesocricetus auratus","Rodentia",TRUE,14
0.0278696739066168,0.0197702018912911,-0.00950424830066661,0.0273562724305651,0.0681857071822628,0.0263341977114039,8.61716139833528e-07,"yearx","1960","Mesocricetus auratus","Rodentia",TRUE,14
-2.15558355521135,0.687175614998395,-3.62717822798975,-2.11123792466523,-0.927050812484635,-2.02034377965655,3.54924711679788e-06,"Intercept","1960","Mesocricetus auratus","Rodentia",TRUE,14
0.0901783985121503,0.0634746113346742,-0.0271873462945432,0.0875402751561892,0.222330284431684,0.0822314126698264,2.39931356773367e-06,"yearx","1990","Mesocricetus auratus","Rodentia",TRUE,14
-2.07002152768153,0.962907239646479,-4.16146664386703,-1.99503886668913,-0.385799280226452,-1.83849795478389,3.61357541247154e-06,"Intercept","1990","Mesocricetus auratus","Rodentia",TRUE,14
0.0748961007769565,0.0235379596203469,0.0334879160263934,0.0731255780719654,0.125923330984878,0.0694521939931016,3.62873434058496e-06,"yearx","1930","Rousettus leschenaultii","Chiroptera",FALSE,14
-6.26631132510426,1.63597565141176,-9.85284861790242,-6.12480535021567,-3.44223026005995,-5.82587705288713,3.49037043778633e-06,"Intercept","1930","Rousettus leschenaultii","Chiroptera",FALSE,14
0.067432299855042,0.026305101382285,0.0199501395186821,0.0659398638679166,0.123257253366127,0.0629006185891981,3.32699182417726e-06,"yearx","1960","Rousettus leschenaultii","Chiroptera",FALSE,14
-3.71441143401287,1.05252239040701,-6.00126182531936,-3.63213988635863,-1.87439253309134,-3.46029335979537,3.61119486642686e-06,"Intercept","1960","Rousettus leschenaultii","Chiroptera",FALSE,14
