"Host_Harmonised","Host_Original","HostClass","HostOrder","HostFamily","Pathogen_Harmonised","Pathogen_Original","PathogenType","Database","Year","YearType","DetectionMethod_Original","DetectionMethod_Harmonised","DetectionQuality_Original","DetectionQuality_Harmonised","HostSynonyms"
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","GMPD2",2004,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","GMPD2",2001,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","GMPD2",1992,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","carnivore protoparvovirus 1","carnivore protoparvovirus 1","virus","Shaw",1984,"PubMed","Antibodies",NA,NA,NA,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","colorado tick fever","colorado tick fever","virus","Shaw",1994,NA,"na",NA,NA,NA,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","eastern equine encephalitis","eastern equine encephalitis","virus","GMPD2",2009,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","lambdapapillomavirus 2","lambdapapillomavirus 2","virus","GMPD2",1973,"Author","Other","Cargocarrier",2,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","new jersey vesiculovirus","new jersey vesiculovirus","virus","Shaw",1987,"PubMed","Antibodies",NA,NA,NA,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","powassan","powassan","virus","Shaw",1986,"PubMed","Antibodies",NA,NA,NA,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","rabies","rabies","virus","EID2",2017,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","rabies","rabies","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","rabies","rabies","virus","EID2",2013,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","rabies","rabies","virus","EID2",2014,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","rabies","rabies","virus","EID2",2012,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","rabies","rabies lyssavirus","virus","GMPD2",2009,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","rabies","rabies","virus","HP3",1974,"Author","Isolation","DirectIsolationOrObservation",2,2,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","rabies","rabies lyssavirus","virus","Shaw",2010,"PubMed","Isolation",NA,NA,NA,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","st. louis encephalitis","st. louis encephalitis","virus","GMPD2",2005,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","st. louis encephalitis","st. louis encephalitis","virus","HP3",1986,"Author","Antibodies","Serology",0,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","st. louis encephalitis","st. louis encephalitis","virus","Shaw",NA,NA,"Antibodies",NA,NA,NA,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","suid herpesvirus 1","suid alphaherpesvirus 1","virus","Shaw",1997,"PubMed","Isolation",NA,NA,NA,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","venezuelan equine encephalitis","venezuelan equine encephalitis","virus","Shaw",1975,"PubMed","Antibodies",NA,NA,NA,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","vesicular stomatitis new jersey","vesicular stomatitis new jersey","virus","HP3",1987,"Author","Antibodies","Serology",0,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","west nile","west nile","virus","GMPD2",2009,"Author","Serology","Serology",1,1,""
"canis latrans","canis latrans","Mammalia","Carnivora","Canidae","west nile","west nile","virus","Shaw",2012,"PubMed","Antibodies",NA,NA,NA,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","african horse sickness","african horse sickness","virus","EID2",1996,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","african horse sickness","african horse sickness","virus","EID2",1995,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","african horse sickness","african horse sickness","virus","EID2",1993,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","african horse sickness","african horse sickness","virus","EID2",1992,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","african horse sickness","african horse sickness","virus","EID2",1986,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","african horse sickness","african horse sickness","virus","EID2",1981,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1976,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1992,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1991,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1981,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1982,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1993,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1997,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1998,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1999,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2006,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2007,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2008,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2011,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1990,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1987,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1986,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1995,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2000,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2002,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2004,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2005,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2009,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2010,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2005,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2007,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2008,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2004,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2011,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2009,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2014,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2010,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1976,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1992,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1991,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1982,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1993,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1997,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1998,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1999,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2006,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2007,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2008,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2011,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1990,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1987,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1986,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1981,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",1995,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2000,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2002,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2004,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2005,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2009,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2010,"PubMed","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2016,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2005,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2007,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2008,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2004,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2011,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2009,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2014,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","EID2",2010,"Nucleotide","CargoCarrier","Cargocarrier",0,0,""
"canis lupus","canis lupus","Mammalia","Carnivora","Canidae","alphacoronavirus 1","alphacoronavirus 1","virus","GMPD2",2001,"Author","Serology","Serology",1,1,""
"canis lupus","canis lupus familiaris","Mammalia","Carnivora","Canidae","betacoronavirus 1","betacoronavirus 1","virus","EID2",2006,"PubMed","CargoCarrier","Cargocarrier",0,0,""
